1	1	N3M	NSN	17538	Λῆμμα	λημμα	λημμα	λῆμμα	lh=mma				LH=MMA	LH=MMA
1	10	RP	GS	13	μου	μου	μου	μου	mou				MOU	E)GW/
1	10	N3M	ASN	17666	θέλημα	θελημα	θελημα	θέλημα	qe/lhma				QE/LHMA	QE/LHMA
1	10	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	10	RP	DP	13	ὑμῖν	ὑμιν	υμιν	ὑμῖν	u(mi=n			,	U(MI=N	SU/
1	10	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
1	10	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
1	10	N3R	NSM	9346	παντοκράτωρ	παντοκρατωρ	παντοκρατωρ	παντοκράτωρ	pantokra/twr			,	PANTOKRA/TWR	PANTOKRA/TWR
1	10	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	10	N1A	ASF	13570	θυσίαν	θυσιαν	θυσιαν	θυσία	qusi/a				QUSI/AN	QUSI/A
1	10	D		9	οὐ	οὐ	ου	οὐ	ou)				OU)	OU)
1	10	VF	FMI1S	604289	προσδέξομαι	προσδεξομαι	προσδεξομαι	προσδέχομαι	prosde/xomai				PROSDE/COMAI	DE/XOMAI         PROS
1	10	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k				E)K	E)K
1	10	RA	GPF	10	τῶν	των	των	ὁ	o(				TW=N	O(
1	10	N3	GPF	14146	χειρῶν	χειρων	χειρων	χείρ	xei/r				XEIRW=N	XEI/R
1	10	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n			.	U(MW=N	SU/
1	11	C		4	διότι	διοτι	διοτι	διότι	dio/ti				DIO/TI	DIO/TI
1	11	P		8	ἀπ	ἀπ	απ	ἀπό	a)po/				A)P'	A)PO/
1	11	N1	GPF	14146	ἀνατολῶν	ἀνατολων	ανατολων	ἀνατολή	a)natolh/				A)NATOLW=N	A)NATOLH/
1	11	N2	GSM	9538	ἡλίου	ἡλιου	ηλιου	ἥλιος	h(/lioj				H(LI/OU	H(/LIOS
1	11	P		8	ἕως	ἑως	εως	ἕως	e(/wj				E(/WS	E(/WS
1	11	N1	GPF	14146	δυσμῶν	δυσμων	δυσμων	δυσμή	dusmh/				DUSMW=N	DUSMH/
1	11	RA	NSN	10	τὸ	το	το	ὁ	o(				TO\	O(
1	11	N3M	NSN	17538	ὄνομά	ὀνομα	ονομα	ὄνομα	o)/noma				O)/NOMA/	O)/NOMA
1	11	RP	GS	13	μου	μου	μου	μου	mou				MOU	E)GW/
1	11	VT	XMI3S	638081	δεδόξασται	δεδοξασται	δεδοξασται	δοξάζω	doca/zw				DEDO/CASTAI	DOCA/ZW
1	11	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	11	RA	DPN	10	τοῖς	τοις	τοις	ὁ	o(				TOI=S	O(
1	11	N3E	DPN	18306	ἔθνεσιν	ἐθνεσιν	εθνεσιν	ἔθνος	e)/qnoj			,	E)/QNESIN	E)/QNOS
1	11	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	11	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	11	A3	DSM	9603	παντὶ	παντι	παντι	πᾶς	pa=j				PANTI\	PA=S
1	11	N2	DSM	9602	τόπῳ	τοπω	τοπω	τόπος	to/poj				TO/PW|	TO/POS
1	11	N3M	NSN	17538	θυμίαμα	θυμιαμα	θυμιαμα	θυμίαμα	qumi/ama				QUMI/AMA	QUMI/AMA
1	11	V1	PPI3S	640129	προσάγεται	προσαγεται	προσαγεται	προσάγω	prosa/gw				PROSA/GETAI	A)/GW            PROS
1	11	RA	DSN	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
1	11	N3M	DSN	17794	ὀνόματί	ὀνοματι	ονοματι	ὄνομα	o)/noma				O)NO/MATI/	O)/NOMA
1	11	RP	GS	13	μου	μου	μου	μου	mou				MOU	E)GW/
1	11	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	11	N1A	NSF	13442	θυσία	θυσια	θυσια	θυσία	qusi/a				QUSI/A	QUSI/A
1	11	A1A	NSF	13443	καθαρά	καθαρα	καθαρα	καθαρός	kaqaro/j			,	KAQARA/	KAQARO/S
1	11	C		4	διότι	διοτι	διοτι	διότι	dio/ti				DIO/TI	DIO/TI
1	11	A1	NSN	17539	μέγα	μεγα	μεγα	μέγας	me/gaj				ME/GA	ME/GAS
1	11	RA	NSN	10	τὸ	το	το	ὁ	o(				TO\	O(
1	11	N3M	NSN	17538	ὄνομά	ὀνομα	ονομα	ὄνομα	o)/noma				O)/NOMA/	O)/NOMA
1	11	RP	GS	13	μου	μου	μου	μου	mou				MOU	E)GW/
1	11	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	11	RA	DPN	10	τοῖς	τοις	τοις	ὁ	o(				TOI=S	O(
1	11	N3E	DPN	18306	ἔθνεσιν	ἐθνεσιν	εθνεσιν	ἔθνος	e)/qnoj			,	E)/QNESIN	E)/QNOS
1	11	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
1	11	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
1	11	N3R	NSM	9346	παντοκράτωρ	παντοκρατωρ	παντοκρατωρ	παντοκράτωρ	pantokra/twr			.	PANTOKRA/TWR	PANTOKRA/TWR
1	12	RP	NP	13	ὑμεῖς	ὑμεις	υμεις	ὑμεῖς	u(mei=j				U(MEI=S	SU/
1	12	X		5	δὲ	δε	δε	δέ	de/				DE\	DE/
1	12	V4	PAI2P	894081	βεβηλοῦτε	βεβηλουτε	βεβηλουτε	βεβηλόω	bebhlo/w				BEBHLOU=TE	BEBHLO/W
1	12	RD	ASN	11	αὐτὸ	αὐτο	αυτο	αὐτός	au)to/j				AU)TO\	AU)TO/S
1	12	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	12	RA	DSN	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
1	12	V1	PAN	304513	λέγειν	λεγειν	λεγειν	λέγω	le/gw				LE/GEIN	LE/GW
1	12	RP	AP	13	ὑμᾶς	ὑμας	υμας	ὑμᾶς	u(ma=j				U(MA=S	SU/
1	12	N1A	NSF	13442	Τράπεζα	τραπεζα	τραπεζα	τράπεζα	tra/peza				TRA/PEZA	TRA/PEZA
1	12	N2	GSM	9538	κυρίου	κυριου	κυριου	κύριος	ku/rioj				KURI/OU	KU/RIOS
1	12	VCI	APPNSF	6900673	ἠλισγημένη	ἠλισγημενη	ηλισγημενη	ἀλισγέω	a)lisge/w				H)LISGHME/NH	A)LISGE/W
1	12	V9	PAI3S	631937	ἐστίν	ἐστιν	εστιν	εἰμί	ei)mi/			,	E)STI/N	EI)MI/
1	12	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	12	RA	NPN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
1	12	V7	PMPNPN	9254337	ἐπιτιθέμενα	ἐπιτιθεμενα	επιτιθεμενα	ἐπιτίθημι	e)piti/qhmi				E)PITIQE/MENA	TI/QHMI          E)PI
1	12	V4	PPI3P	902273	ἐξουδένωνται	ἐξουδενωνται	εξουδενωνται	ἐξουδενόω	e)coudeno/w				E)COUDE/NWNTAI	E)COUDENO/W
1	12	N3M	NPN	18050	βρώματα	βρωματα	βρωματα	βρῶμα	brw=ma				BRW/MATA	BRW=MA
1	12	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j			.	AU)TOU=	AU)TO/S
1	13	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	13	VAI	AAI2P	895617	εἴπατε	εἰπατε	ειπατε	ἔπω	e)/pw				EI)/PATE	EI)=PON
1	13	RD	NPN	11	Ταῦτα	ταυτα	ταυτα	οὗτος	ou(=toj				TAU=TA	OU(=TOS
1	13	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k				E)K	E)K
1	13	N1A	GSF	13634	κακοπαθείας	κακοπαθειας	κακοπαθειας	κακοπάθεια	kakopa/qeia				KAKOPAQEI/AS	KAKOPA/QEIA
1	13	V9	PAI3S	631937	ἐστίν	ἐστιν	εστιν	εἰμί	ei)mi/			,	E)STI/N	EI)MI/
1	13	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	13	VAI	AAI1S	600705	ἐξεφύσησα	ἐξεφυσησα	εξεφυσησα	ἐκφυσάω	e)kfusa/w				E)CEFU/SHSA	FUSA/W           E)K
1	13	RD	APN	11	αὐτὰ	αὐτα	αυτα	αὐτός	au)to/j				AU)TA\	AU)TO/S
1	13	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
1	13	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
1	13	N3R	NSM	9346	παντοκράτωρ	παντοκρατωρ	παντοκρατωρ	παντοκράτωρ	pantokra/twr			·	PANTOKRA/TWR	PANTOKRA/TWR
1	13	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	13	V1I	IAI2P	894593	εἰσεφέρετε	εἰσεφερετε	εισεφερετε	εἰσφέρω	ei)sfe/rw				EI)SEFE/RETE	FE/RW            EI)S
1	13	N3M	APN	18178	ἁρπάγματα	ἁρπαγματα	αρπαγματα	ἅρπαγμα	a(/rpagma				A(RPA/GMATA	A(/RPAGMA
1	13	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	13	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
1	13	A1	APN	18179	χωλὰ	χωλα	χωλα	χωλός	xwlo/j				XWLA\	XWLO/S
1	13	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	13	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
1	13	V2	PPPAPN	9323969	ἐνοχλούμενα	ἐνοχλουμενα	ενοχλουμενα	ἐνοχλέω	e)noxle/w			·	E)NOXLOU/MENA	O)XLE/W          E)N
1	13	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	13	C		4	ἐὰν	ἐαν	εαν	ἐάν	e)a/n				E)A\N	E)A/N
1	13	V1	PAS2P	894209	φέρητε	φερητε	φερητε	φέρω	fe/rw				FE/RHTE	FE/RW
1	13	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
1	13	N1A	ASF	13570	θυσίαν	θυσιαν	θυσιαν	θυσία	qusi/a			,	QUSI/AN	QUSI/A
1	13	C		4	εἰ	εἰ	ει	εἰ	ei)				EI)	EI)
1	13	VF	FMI1S	604289	προσδέξομαι	προσδεξομαι	προσδεξομαι	προσδέχομαι	prosde/xomai				PROSDE/COMAI	DE/XOMAI         PROS
1	13	RD	APN	11	αὐτὰ	αὐτα	αυτα	αὐτός	au)to/j				AU)TA\	AU)TO/S
1	13	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k				E)K	E)K
1	13	RA	GPF	10	τῶν	των	των	ὁ	o(				TW=N	O(
1	13	N3	GPF	14146	χειρῶν	χειρων	χειρων	χείρ	xei/r				XEIRW=N	XEI/R
1	13	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n			;	U(MW=N	SU/
1	13	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
1	13	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
1	13	N3R	NSM	9346	παντοκράτωρ	παντοκρατωρ	παντοκρατωρ	παντοκράτωρ	pantokra/twr			.	PANTOKRA/TWR	PANTOKRA/TWR
1	14	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	14	A1B	NSM	9347	ἐπικατάρατος	ἐπικαταρατος	επικαταρατος	ἐπικατάρατος	e)pikata/ratoj				E)PIKATA/RATOS	E)PIKATA/RATOS
1	14	RR	NSM	14	ὃς	ὁς	ος	ὅς	o(/j				O(\S	O(/S
1	14	V9	IAI3S	632449	ἦν	ἠν	ην	εἰμί	ei)mi/				H)=N	EI)MI/
1	14	A1	NSM	9347	δυνατὸς	δυνατος	δυνατος	δυνατός	dunato/j				DUNATO\S	DUNATO/S
1	14	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	14	V1I	IAI3S	632449	ὑπῆρχεν	ὑπηρχεν	υπηρχεν	ὑπάρχω	u(pa/rxw				U(PH=RXEN	A)/RXW           U(PO
1	14	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	14	RA	DSN	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
1	14	N2N	DSN	17794	ποιμνίῳ	ποιμνιω	ποιμνιω	ποίμνιον	poi/mnion				POIMNI/W|	POI/MNION
1	14	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j				AU)TOU=	AU)TO/S
1	14	A3	ASN	17667	ἄρσεν	ἀρσεν	αρσεν	ἄρσην	a)/rshn				A)/RSEN	A)/RSHN
1	14	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	14	N1	NSF	13442	εὐχὴ	εὐχη	ευχη	εὐχή	eu)xh/				EU)XH\	EU)XH/
1	14	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j				AU)TOU=	AU)TO/S
1	14	P		8	ἐπ	ἐπ	επ	ἐπί	e)pi/				E)P'	E)PI/
1	14	RD	DSM	11	αὐτῷ	αὐτω	αυτω	αὐτός	au)to/j				AU)TW=|	AU)TO/S
1	14	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	14	V1	PAI3S	631937	θύει	θυει	θυει	θύω	qu/w				QU/EI	QU/W
1	14	VM	XMPASM	4865473	διεφθαρμένον	διεφθαρμενον	διεφθαρμενον	διαφθείρω	diafqei/rw				DIEFQARME/NON	FQEI/RW          DIA
1	14	RA	DSM	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
1	14	N2	DSM	9602	κυρίῳ	κυριω	κυριω	κύριος	ku/rioj			·	KURI/W|	KU/RIOS
1	14	C		4	διότι	διοτι	διοτι	διότι	dio/ti				DIO/TI	DIO/TI
1	14	N3V	NSM	9346	βασιλεὺς	βασιλευς	βασιλευς	βασιλεύς	basileu/j				BASILEU\S	BASILEU/S
1	14	A1P	NSM	9347	μέγας	μεγας	μεγας	μέγας	me/gaj				ME/GAS	ME/GAS
1	14	RP	NS	13	ἐγώ	ἐγω	εγω	ἐγώ	e)gw/				E)GW/	E)GW/
1	14	V9	PAI1S	599169	εἰμι	εἰμι	ειμι	εἰμί	ei)mi/			,	EI)MI	EI)MI/
1	14	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
1	14	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
1	14	N3R	NSM	9346	παντοκράτωρ	παντοκρατωρ	παντοκρατωρ	παντοκράτωρ	pantokra/twr			,	PANTOKRA/TWR	PANTOKRA/TWR
1	14	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	14	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
1	14	N3M	ASN	17666	ὄνομά	ὀνομα	ονομα	ὄνομα	o)/noma				O)/NOMA/	O)/NOMA
1	14	RP	GS	13	μου	μου	μου	μου	mou				MOU	E)GW/
1	14	A3H	ASN	17667	ἐπιφανὲς	ἐπιφανες	επιφανες	ἐπιφανής	e)pifanh/j				E)PIFANE\S	E)PIFANH/S
1	14	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	14	RA	DPN	10	τοῖς	τοις	τοις	ὁ	o(				TOI=S	O(
1	14	N3E	DPN	18306	ἔθνεσιν	ἐθνεσιν	εθνεσιν	ἔθνος	e)/qnoj			.	E)/QNESIN	E)/QNOS
2	1	C		4	Καὶ	και	και	καί	kai/				KAI\	KAI/
2	1	D		9	νῦν	νυν	νυν	νῦν	nu=n				NU=N	NU=N
2	1	RA	NSF	10	ἡ	ἡ	η	ὁ	o(				H(	O(
2	1	N1	NSF	13442	ἐντολὴ	ἐντολη	εντολη	ἐντολή	e)ntolh/				E)NTOLH\	E)NTOLH/
2	1	RD	NSF	11	αὕτη	αὑτη	αυτη	οὗτος	ou(=toj				AU(/TH	OU(=TOS
2	1	P		8	πρὸς	προς	προς	πρός	pro/j				PRO\S	PRO/S
2	1	RP	AP	13	ὑμᾶς	ὑμας	υμας	ὑμᾶς	u(ma=j			,	U(MA=S	SU/
2	1	RA	VPM	10	οἱ	οἱ	οι	ὁ	o(				OI(	O(
2	1	N3V	VPM	9922	ἱερεῖς	ἱερεις	ιερεις	ἱερεύς	i(ereu/j			·	I(EREI=S	I(EREU/S
2	2	C		4	ἐὰν	ἐαν	εαν	ἐάν	e)a/n				E)A\N	E)A/N
2	2	D		9	μὴ	μη	μη	μή	mh/				MH\	MH/
2	2	VA	AAS2P	895745	ἀκούσητε	ἀκουσητε	ακουσητε	ἀκούω	a)kou/w			,	A)KOU/SHTE	A)KOU/W
2	2	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	2	C		4	ἐὰν	ἐαν	εαν	ἐάν	e)a/n				E)A\N	E)A/N
2	2	D		9	μὴ	μη	μη	μή	mh/				MH\	MH/
2	2	VE	AMS2P	899841	θῆσθε	θησθε	θησθε	τίθημι	ti/qhmi				QH=SQE	TI/QHMI
2	2	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
2	2	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
2	2	N1A	ASF	13570	καρδίαν	καρδιαν	καρδιαν	καρδία	kardi/a				KARDI/AN	KARDI/A
2	2	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n				U(MW=N	SU/
2	2	RA	GSN	10	τοῦ	του	του	ὁ	o(				TOU=	O(
2	2	VO	AAN	306049	δοῦναι	δουναι	δουναι	δίδωμι	di/dwmi				DOU=NAI	DI/DWMI
2	2	N1S	ASF	13570	δόξαν	δοξαν	δοξαν	δόξα	do/ca				DO/CAN	DO/CA
2	2	RA	DSN	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
2	2	N3M	DSN	17794	ὀνόματί	ὀνοματι	ονοματι	ὄνομα	o)/noma				O)NO/MATI/	O)/NOMA
2	2	RP	GS	13	μου	μου	μου	μου	mou			,	MOU	E)GW/
2	2	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
2	2	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
2	2	N3R	NSM	9346	παντοκράτωρ	παντοκρατωρ	παντοκρατωρ	παντοκράτωρ	pantokra/twr			,	PANTOKRA/TWR	PANTOKRA/TWR
2	2	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	2	VF2	FAI1S	600193	ἐξαποστελῶ	ἐξαποστελω	εξαποστελω	ἐξαποστέλλω	e)caposte/llw				E)CAPOSTELW=	STE/LLW          E)K   A)PO
2	2	P		8	ἐφ	ἐφ	εφ	ἐπί	e)pi/				E)F'	E)PI/
2	2	RP	AP	13	ὑμᾶς	ὑμας	υμας	ὑμᾶς	u(ma=j				U(MA=S	SU/
2	2	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
2	2	N1A	ASF	13570	κατάραν	καταραν	καταραν	κατάρα	kata/ra				KATA/RAN	KATA/RA
2	2	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	2	VF	FMI1S	604289	ἐπικαταράσομαι	ἐπικαταρασομαι	επικαταρασομαι	ἐπικαταράομαι	e)pikatara/omai				E)PIKATARA/SOMAI	A)RA/OMAI        E)PI  KATA
2	2	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
2	2	N1A	ASF	13570	εὐλογίαν	εὐλογιαν	ευλογιαν	εὐλογία	eu)logi/a				EU)LOGI/AN	EU)LOGI/A
2	2	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n				U(MW=N	SU/
2	2	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	2	VF	FMI1S	604289	καταράσομαι	καταρασομαι	καταρασομαι	καταράομαι	katara/omai				KATARA/SOMAI	A)RA/OMAI        KATA
2	2	RD	ASF	11	αὐτήν	αὐτην	αυτην	αὐτός	au)to/j			·	AU)TH/N	AU)TO/S
2	2	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	2	VA	AAS1S	600833	διασκεδάσω	διασκεδασω	διασκεδασω	διασκεδάζω	diaskeda/zw				DIASKEDA/SW	SKEDA/ZW         DIA
2	2	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
2	2	N1A	ASF	13570	εὐλογίαν	εὐλογιαν	ευλογιαν	εὐλογία	eu)logi/a				EU)LOGI/AN	EU)LOGI/A
2	2	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n			,	U(MW=N	SU/
2	2	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	2	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
2	2	V9	FMI3S	637057	ἔσται	ἐσται	εσται	εἰμί	ei)mi/				E)/STAI	EI)MI/
2	2	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
2	2	RP	DP	13	ὑμῖν	ὑμιν	υμιν	ὑμῖν	u(mi=n			,	U(MI=N	SU/
2	2	C		4	ὅτι	ὁτι	οτι	ὅτι	o(/ti				O(/TI	O(/TI
2	2	RP	NP	13	ὑμεῖς	ὑμεις	υμεις	ὑμεῖς	u(mei=j				U(MEI=S	SU/
2	2	D		9	οὐ	οὐ	ου	οὐ	ou)				OU)	OU)
2	2	V7	PMI2P	898177	τίθεσθε	τιθεσθε	τιθεσθε	τίθημι	ti/qhmi				TI/QESQE	TI/QHMI
2	2	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
2	2	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
2	2	N1A	ASF	13570	καρδίαν	καρδιαν	καρδιαν	καρδία	kardi/a				KARDI/AN	KARDI/A
2	2	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n			.	U(MW=N	SU/
2	3	I		6	ἰδοὺ	ἰδου	ιδου	ἰδού	i)dou/				I)DOU\	I)DOU/
2	3	RP	NS	13	ἐγὼ	ἐγω	εγω	ἐγώ	e)gw/				E)GW\	E)GW/
2	3	V1	PAI1S	599169	ἀφορίζω	ἀφοριζω	αφοριζω	ἀφορίζω	a)fori/zw				A)FORI/ZW	O(RI/ZW          A)PO
2	3	RP	DP	13	ὑμῖν	ὑμιν	υμιν	ὑμῖν	u(mi=n				U(MI=N	SU/
2	3	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
2	3	N2	ASM	9474	ὦμον	ὠμον	ωμον	ὦμος	w)=moj				W)=MON	W)=MOS
2	3	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	3	VF2	FAI1S	600193	σκορπιῶ	σκορπιω	σκορπιω	σκορπίζω	skorpi/zw				SKORPIW=	SKORPI/ZW
2	3	N2N	ASN	17666	ἤνυστρον	ἠνυστρον	ηνυστρον	ἤνυστρον	h)/nustron				H)/NUSTRON	H)/NUSTRON
2	3	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
2	3	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
2	3	N2N	APN	18178	πρόσωπα	προσωπα	προσωπα	πρόσωπον	pro/swpon				PRO/SWPA	PRO/SWPON
2	3	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n			,	U(MW=N	SU/
2	3	N2N	ASN	17666	ἤνυστρον	ἠνυστρον	ηνυστρον	ἤνυστρον	h)/nustron				H)/NUSTRON	H)/NUSTRON
2	3	N1	GPF	14146	ἑορτῶν	ἑορτων	εορτων	ἑορτή	e(orth/				E(ORTW=N	E(ORTH/
2	3	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n			,	U(MW=N	SU/
2	3	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	3	VF	FMI1S	604289	λήμψομαι	λημψομαι	λημψομαι	λαμβάνω	lamba/nw				LH/MYOMAI	LAMBA/NW
2	3	RP	AP	13	ὑμᾶς	ὑμας	υμας	ὑμᾶς	u(ma=j				U(MA=S	SU/
2	3	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
2	3	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
2	3	RD	ASN	11	αὐτό	αὐτο	αυτο	αὐτός	au)to/j			·	AU)TO/	AU)TO/S
2	4	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	4	VF	FMI2P	899201	ἐπιγνώσεσθε	ἐπιγνωσεσθε	επιγνωσεσθε	ἐπιγινώσκω	e)piginw/skw				E)PIGNW/SESQE	GIGNW/SKW        E)PI
2	4	C		4	διότι	διοτι	διοτι	διότι	dio/ti				DIO/TI	DIO/TI
2	4	RP	NS	13	ἐγὼ	ἐγω	εγω	ἐγώ	e)gw/				E)GW\	E)GW/
2	4	VX	XAI1S	601217	ἐξαπέσταλκα	ἐξαπεσταλκα	εξαπεσταλκα	ἐξαποστέλλω	e)caposte/llw				E)CAPE/STALKA	STE/LLW          E)K   A)PO
2	4	P		8	πρὸς	προς	προς	πρός	pro/j				PRO\S	PRO/S
2	4	RP	AP	13	ὑμᾶς	ὑμας	υμας	ὑμᾶς	u(ma=j				U(MA=S	SU/
2	4	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
2	4	N1	ASF	13570	ἐντολὴν	ἐντολην	εντολην	ἐντολή	e)ntolh/				E)NTOLH\N	E)NTOLH/
2	4	RD	ASF	11	ταύτην	ταυτην	ταυτην	οὗτος	ou(=toj				TAU/THN	OU(=TOS
2	4	RA	GSN	10	τοῦ	του	του	ὁ	o(				TOU=	O(
2	4	V9	PAN	304513	εἶναι	εἰναι	ειναι	εἰμί	ei)mi/				EI)=NAI	EI)MI/
2	4	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
2	4	N1	ASF	13570	διαθήκην	διαθηκην	διαθηκην	διαθήκη	diaqh/kh				DIAQH/KHN	DIAQH/KH
2	4	RP	GS	13	μου	μου	μου	μου	mou				MOU	E)GW/
2	4	P		8	πρὸς	προς	προς	πρός	pro/j				PRO\S	PRO/S
2	4	RA	APM	10	τοὺς	τους	τους	ὁ	o(				TOU\S	O(
2	4	N1M	APM	9986	Λευίτας	λευιτας	λευιτας	Λευΐτης	Leui/:thj			,	*LEUI/TAS	*LEUI/THS
2	4	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
2	4	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
2	4	N3R	NSM	9346	παντοκράτωρ	παντοκρατωρ	παντοκρατωρ	παντοκράτωρ	pantokra/twr			.	PANTOKRA/TWR	PANTOKRA/TWR
2	5	RA	NSF	10	ἡ	ἡ	η	ὁ	o(				H(	O(
2	5	N1	NSF	13442	διαθήκη	διαθηκη	διαθηκη	διαθήκη	diaqh/kh				DIAQH/KH	DIAQH/KH
2	5	RP	GS	13	μου	μου	μου	μου	mou				MOU	E)GW/
2	5	V9	IAI3S	632449	ἦν	ἠν	ην	εἰμί	ei)mi/				H)=N	EI)MI/
2	5	P		8	μετ	μετ	μετ	μετά	meta/				MET'	META/
